Date,Time,Appliance,Energy_Consumption,Room,Status
2022-01-01,05:51,Refrigerator,1.15,Kitchen,On
2022-01-01,05:01,Washing Machine,0.0,Laundry,Off
2022-01-01,14:45,Heater,0.0,Bedroom,Off
2022-01-01,06:54,Refrigerator,0.0,Kitchen,Off
2022-01-01,11:00,Refrigerator,1.29,Kitchen,On
2022-01-01,21:29,Refrigerator,1.21,Kitchen,On
2022-01-01,17:13,Washing Machine,1.65,Laundry,On
2022-01-01,01:16,Heater,0.0,Bedroom,Off
2022-01-01,00:08,Heater,2.4,Bedroom,On
2022-01-01,11:35,Refrigerator,1.44,Kitchen,On
2022-01-01,17:24,Refrigerator,0.97,Kitchen,On
2022-01-01,06:08,Heater,0.0,Bedroom,Off
2022-01-01,22:35,TV,0.0,Living Room,Off
2022-01-01,11:08,Heater,0.0,Bedroom,Off
2022-01-01,05:08,EVCar,88.75,Garage,On
2022-01-01,03:52,Heater,0.0,Bedroom,Off
2022-01-01,23:30,Heater,1.73,Bedroom,On
2022-01-01,12:47,Washing Machine,1.45,Laundry,On
2022-01-01,17:51,Refrigerator,1.22,Kitchen,On
2022-01-01,14:41,Refrigerator,1.3,Kitchen,On
2022-01-01,04:32,Washing Machine,0.0,Laundry,Off
2022-01-01,06:05,Washing Machine,1.2,Laundry,On
2022-01-01,17:23,TV,0.87,Living Room,On
2022-01-01,17:23,TV,0.78,Living Room,On
2022-01-01,01:48,Heater,1.63,Bedroom,On
2022-01-01,06:01,Heater,0.0,Bedroom,Off
2022-01-01,02:06,Washing Machine,0.0,Laundry,Off
2022-01-01,07:39,Heater,0.0,Bedroom,Off
2022-01-01,09:30,EVCar,0.0,Garage,Off
2022-01-01,08:02,TV,0.74,Living Room,On
2022-01-01,21:55,Washing Machine,1.29,Laundry,On
2022-01-01,07:42,Heater,1.77,Bedroom,On
2022-01-01,09:18,TV,0.94,Living Room,On
2022-01-01,12:21,Refrigerator,0.0,Kitchen,Off
2022-01-01,12:13,Refrigerator,0.0,Kitchen,Off
2022-01-01,17:50,EVCar,0.0,Garage,Off
2022-01-01,04:16,EVCar,0.0,Garage,Off
2022-01-01,11:32,Refrigerator,0.0,Kitchen,Off
2022-01-01,00:56,TV,0.0,Living Room,Off
2022-01-01,16:30,Refrigerator,0.0,Kitchen,Off
2022-01-01,09:49,Washing Machine,1.38,Laundry,On
2022-01-01,22:56,TV,0.0,Living Room,Off
2022-01-01,21:30,Heater,2.05,Bedroom,On
2022-01-01,23:57,TV,0.0,Living Room,Off
2022-01-01,06:57,TV,0.0,Living Room,Off
2022-01-01,06:32,Washing Machine,1.72,Laundry,On
2022-01-01,03:24,Refrigerator,1.21,Kitchen,On
2022-01-01,16:29,TV,0.71,Living Room,On
2022-01-01,21:32,Washing Machine,0.0,Laundry,Off
2022-01-01,23:19,TV,0.0,Living Room,Off
2022-01-01,09:37,EVCar,0.0,Garage,Off
2022-01-01,22:30,TV,0.92,Living Room,On
2022-01-01,09:45,TV,0.0,Living Room,Off
2022-01-01,19:40,EVCar,0.0,Garage,Off
2022-01-01,05:59,Washing Machine,0.0,Laundry,Off
2022-01-01,23:11,Washing Machine,1.21,Laundry,On
2022-01-01,21:52,Refrigerator,0.0,Kitchen,Off
2022-01-01,04:43,TV,0.64,Living Room,On
2022-01-01,04:06,Heater,0.0,Bedroom,Off
2022-01-01,07:07,Washing Machine,1.55,Laundry,On
2022-01-01,07:03,EVCar,114.06,Garage,On
2022-01-01,17:58,Refrigerator,0.0,Kitchen,Off
2022-01-01,12:41,EVCar,102.61,Garage,On
2022-01-01,03:11,EVCar,95.19,Garage,On
2022-01-01,21:48,Washing Machine,1.74,Laundry,On
2022-01-01,13:04,EVCar,0.0,Garage,Off
2022-01-01,18:21,EVCar,0.0,Garage,Off
2022-01-01,14:41,EVCar,0.0,Garage,Off
2022-01-01,05:17,Washing Machine,0.0,Laundry,Off
2022-01-01,23:22,Refrigerator,0.0,Kitchen,Off
2022-01-01,21:03,EVCar,111.2,Garage,On
2022-01-01,08:20,Heater,2.1,Bedroom,On
2022-01-01,05:48,Washing Machine,0.0,Laundry,Off
2022-01-01,05:06,TV,0.0,Living Room,Off
2022-01-01,12:55,Heater,2.24,Bedroom,On
2022-01-01,18:54,Refrigerator,0.0,Kitchen,Off
2022-01-01,12:57,Heater,0.0,Bedroom,Off
2022-01-01,15:06,Refrigerator,1.12,Kitchen,On
2022-01-01,03:43,Washing Machine,0.0,Laundry,Off
2022-01-01,23:54,EVCar,0.0,Garage,Off
2022-01-01,04:31,Refrigerator,0.0,Kitchen,Off
2022-01-01,09:25,Heater,2.28,Bedroom,On
