Date,Time,Appliance,Energy_Consumption,Room,Status
2022-01-01,16:01,EVCar,105.61,Garage,On
2022-01-01,00:19,Refrigerator,0.0,Kitchen,Off
2022-01-01,05:19,EVCar,0.0,Garage,Off
2022-01-01,21:48,Refrigerator,1.23,Kitchen,On
2022-01-01,01:53,EVCar,0.0,Garage,Off
2022-01-01,19:34,EVCar,0.0,Garage,Off
2022-01-01,18:20,EVCar,0.0,Garage,Off
2022-01-01,05:54,EVCar,0.0,Garage,Off
2022-01-01,09:41,Refrigerator,1.19,Kitchen,On
2022-01-01,22:46,Washing Machine,0.0,Laundry,Off
2022-01-01,18:43,EVCar,93.93,Garage,On
2022-01-01,04:31,Refrigerator,0.0,Kitchen,Off
2022-01-01,06:10,Refrigerator,0.0,Kitchen,Off
2022-01-01,12:54,EVCar,0.0,Garage,Off
2022-01-01,22:20,EVCar,90.4,Garage,On
2022-01-01,16:24,Refrigerator,0.0,Kitchen,Off
2022-01-01,15:12,Washing Machine,0.0,Laundry,Off
2022-01-01,02:03,EVCar,0.0,Garage,Off
2022-01-01,22:18,Washing Machine,0.0,Laundry,Off
2022-01-01,00:02,Washing Machine,0.0,Laundry,Off
2022-01-01,12:44,TV,0.0,Living Room,Off
2022-01-01,17:10,Heater,2.25,Bedroom,On
2022-01-01,23:40,Refrigerator,1.39,Kitchen,On
2022-01-01,01:52,Washing Machine,0.0,Laundry,Off
2022-01-01,15:44,TV,0.0,Living Room,Off
2022-01-01,04:19,Heater,2.1,Bedroom,On
2022-01-01,05:10,TV,0.8,Living Room,On
2022-01-01,21:55,Refrigerator,0.97,Kitchen,On
2022-01-01,03:44,EVCar,0.0,Garage,Off
2022-01-01,12:59,EVCar,115.73,Garage,On
2022-01-01,11:12,Refrigerator,1.22,Kitchen,On
2022-01-01,13:45,TV,0.0,Living Room,Off
2022-01-01,11:44,Washing Machine,1.57,Laundry,On
2022-01-01,03:27,Refrigerator,0.0,Kitchen,Off
2022-01-01,00:38,Washing Machine,0.0,Laundry,Off
2022-01-01,07:25,EVCar,91.78,Garage,On
2022-01-01,01:58,TV,0.65,Living Room,On
2022-01-01,19:49,EVCar,0.0,Garage,Off
2022-01-01,02:19,Washing Machine,1.6,Laundry,On
2022-01-01,19:50,TV,0.0,Living Room,Off
2022-01-01,11:43,Refrigerator,0.98,Kitchen,On
2022-01-01,07:12,Refrigerator,1.13,Kitchen,On
2022-01-01,21:58,EVCar,107.0,Garage,On
2022-01-01,23:08,Heater,0.0,Bedroom,Off
2022-01-01,02:00,Washing Machine,1.38,Laundry,On
2022-01-01,17:07,TV,0.83,Living Room,On
2022-01-01,03:55,Heater,1.89,Bedroom,On
2022-01-01,07:57,Washing Machine,0.0,Laundry,Off
2022-01-01,20:41,EVCar,0.0,Garage,Off
2022-01-01,03:40,Heater,2.02,Bedroom,On
2022-01-01,06:05,Washing Machine,0.0,Laundry,Off
2022-01-01,00:44,Heater,1.98,Bedroom,On
2022-01-01,09:32,TV,0.0,Living Room,Off
2022-01-01,16:21,Heater,0.0,Bedroom,Off
2022-01-01,00:59,Refrigerator,1.18,Kitchen,On
2022-01-01,02:29,TV,0.91,Living Room,On
2022-01-01,14:01,Washing Machine,1.74,Laundry,On
2022-01-01,08:44,Heater,0.0,Bedroom,Off
2022-01-01,18:19,TV,0.94,Living Room,On
2022-01-01,11:39,TV,0.0,Living Room,Off
2022-01-01,02:23,TV,0.0,Living Room,Off
2022-01-01,01:12,Washing Machine,1.5,Laundry,On
2022-01-01,22:16,Heater,1.68,Bedroom,On
2022-01-01,02:58,EVCar,0.0,Garage,Off
2022-01-01,04:32,Washing Machine,0.0,Laundry,Off
2022-01-01,11:16,Refrigerator,1.43,Kitchen,On
2022-01-01,21:50,Heater,2.03,Bedroom,On
2022-01-01,13:03,EVCar,0.0,Garage,Off
2022-01-01,22:00,Refrigerator,0.0,Kitchen,Off
2022-01-01,10:20,Heater,0.0,Bedroom,Off
2022-01-01,06:04,Washing Machine,0.0,Laundry,Off
2022-01-01,13:18,EVCar,89.06,Garage,On
2022-01-01,03:20,Refrigerator,1.25,Kitchen,On
2022-01-01,03:03,TV,0.0,Living Room,Off
2022-01-01,07:26,Heater,2.28,Bedroom,On
2022-01-01,16:27,EVCar,0.0,Garage,Off
2022-01-01,20:46,Refrigerator,0.0,Kitchen,Off
2022-01-01,14:53,Washing Machine,0.0,Laundry,Off
2022-01-01,05:01,Refrigerator,0.0,Kitchen,Off
2022-01-01,23:01,TV,0.0,Living Room,Off
2022-01-01,23:49,Washing Machine,0.0,Laundry,Off
2022-01-01,00:04,Refrigerator,0.0,Kitchen,Off
2022-01-01,20:05,Refrigerator,0.0,Kitchen,Off
2022-01-01,17:01,Washing Machine,0.0,Laundry,Off
