Date,Time,Appliance,Energy_Consumption,Room,Status
2022-01-01,04:48,EVCar,99.77,Garage,On
2022-01-01,06:18,TV,0.0,Living Room,Off
2022-01-01,18:15,TV,0.0,Living Room,Off
2022-01-01,00:20,Refrigerator,1.02,Kitchen,On
2022-01-01,11:20,Refrigerator,1.37,Kitchen,On
2022-01-01,14:07,Heater,0.0,Bedroom,Off
2022-01-01,07:22,Refrigerator,1.13,Kitchen,On
2022-01-01,20:32,Washing Machine,1.25,Laundry,On
2022-01-01,16:51,Refrigerator,1.14,Kitchen,On
2022-01-01,23:17,TV,0.66,Living Room,On
2022-01-01,18:54,Heater,2.22,Bedroom,On
2022-01-01,23:29,EVCar,95.15,Garage,On
2022-01-01,12:47,Washing Machine,1.67,Laundry,On
2022-01-01,09:18,TV,0.0,Living Room,Off
2022-01-01,11:02,Heater,0.0,Bedroom,Off
2022-01-01,17:05,EVCar,81.26,Garage,On
2022-01-01,15:37,TV,0.81,Living Room,On
2022-01-01,02:42,Refrigerator,1.25,Kitchen,On
2022-01-01,05:27,Washing Machine,0.0,Laundry,Off
2022-01-01,09:30,Heater,1.76,Bedroom,On
2022-01-01,08:49,Heater,0.0,Bedroom,Off
2022-01-01,16:21,Refrigerator,0.0,Kitchen,Off
2022-01-01,19:44,TV,0.0,Living Room,Off
2022-01-01,18:11,Washing Machine,1.65,Laundry,On
2022-01-01,11:00,EVCar,0.0,Garage,Off
2022-01-01,12:32,Heater,0.0,Bedroom,Off
2022-01-01,11:00,TV,0.0,Living Room,Off
2022-01-01,00:56,Refrigerator,1.14,Kitchen,On
2022-01-01,21:29,Refrigerator,1.27,Kitchen,On
2022-01-01,08:56,TV,0.0,Living Room,Off
2022-01-01,01:27,Heater,0.0,Bedroom,Off
2022-01-01,06:32,Heater,0.0,Bedroom,Off
2022-01-01,16:52,EVCar,0.0,Garage,Off
2022-01-01,13:50,TV,0.8,Living Room,On
2022-01-01,02:53,Heater,0.0,Bedroom,Off
2022-01-01,20:21,Refrigerator,0.96,Kitchen,On
2022-01-01,13:44,TV,0.0,Living Room,Off
2022-01-01,09:59,EVCar,0.0,Garage,Off
2022-01-01,18:25,Washing Machine,0.0,Laundry,Off
2022-01-01,22:47,EVCar,0.0,Garage,Off
2022-01-01,01:02,TV,0.8,Living Room,On
2022-01-01,01:41,TV,0.0,Living Room,Off
2022-01-01,08:33,EVCar,0.0,Garage,Off
2022-01-01,13:50,Refrigerator,0.0,Kitchen,Off
2022-01-01,00:38,TV,0.0,Living Room,Off
2022-01-01,02:51,Washing Machine,1.68,Laundry,On
2022-01-01,09:57,EVCar,0.0,Garage,Off
2022-01-01,03:46,TV,0.65,Living Room,On
2022-01-01,20:42,EVCar,118.29,Garage,On
2022-01-01,20:40,EVCar,0.0,Garage,Off
2022-01-01,23:39,Heater,2.31,Bedroom,On
2022-01-01,04:38,TV,0.67,Living Room,On
2022-01-01,11:49,TV,0.96,Living Room,On
2022-01-01,22:10,Washing Machine,0.0,Laundry,Off
2022-01-01,05:28,EVCar,0.0,Garage,Off
2022-01-01,01:55,Refrigerator,0.98,Kitchen,On
2022-01-01,10:35,Heater,0.0,Bedroom,Off
2022-01-01,22:37,Washing Machine,0.0,Laundry,Off
2022-01-01,16:09,Heater,0.0,Bedroom,Off
2022-01-01,06:29,TV,0.0,Living Room,Off
2022-01-01,16:25,Washing Machine,0.0,Laundry,Off
2022-01-01,09:38,EVCar,0.0,Garage,Off
2022-01-01,05:18,TV,0.93,Living Room,On
2022-01-01,18:57,TV,0.82,Living Room,On
2022-01-01,17:51,Washing Machine,0.0,Laundry,Off
2022-01-01,12:47,Washing Machine,0.0,Laundry,Off
2022-01-01,15:58,TV,0.73,Living Room,On
2022-01-01,10:51,TV,0.0,Living Room,Off
2022-01-01,09:57,Refrigerator,0.97,Kitchen,On
2022-01-01,22:31,Refrigerator,1.22,Kitchen,On
2022-01-01,01:41,TV,0.0,Living Room,Off
2022-01-01,00:39,EVCar,90.92,Garage,On
2022-01-01,08:07,TV,0.0,Living Room,Off
2022-01-01,13:17,Washing Machine,1.34,Laundry,On
2022-01-01,06:07,Heater,0.0,Bedroom,Off
2022-01-01,18:06,TV,0.69,Living Room,On
2022-01-01,21:47,Washing Machine,1.45,Laundry,On
2022-01-01,23:46,Heater,0.0,Bedroom,Off
2022-01-01,10:59,TV,0.0,Living Room,Off
2022-01-01,08:05,Heater,0.0,Bedroom,Off
2022-01-01,12:53,Washing Machine,0.0,Laundry,Off
2022-01-01,05:08,Refrigerator,0.0,Kitchen,Off
2022-01-01,09:55,Refrigerator,1.03,Kitchen,On
2022-01-01,11:53,Refrigerator,0.0,Kitchen,Off
2022-01-01,08:02,Refrigerator,0.0,Kitchen,Off
2022-01-01,22:10,TV,0.0,Living Room,Off
2022-01-01,20:42,Washing Machine,1.71,Laundry,On
2022-01-01,12:30,Refrigerator,1.35,Kitchen,On
2022-01-01,03:04,TV,0.83,Living Room,On
2022-01-01,12:58,EVCar,0.0,Garage,Off
2022-01-01,02:10,Heater,0.0,Bedroom,Off
2022-01-01,09:36,Washing Machine,0.0,Laundry,Off
2022-01-01,03:53,EVCar,0.0,Garage,Off
2022-01-01,18:24,TV,0.8,Living Room,On
